|dates|Butte_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Butte_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Butte_SouthDakota_UnitedStates.Male_Total_Population.data|Butte_SouthDakota_UnitedStates.Male_Total_Population.missing|Butte_SouthDakota_UnitedStates.Female_Total_Population.data|Butte_SouthDakota_UnitedStates.Female_Total_Population.missing|Butte_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Butte_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2048.0|0|5176.0|0|5046.0|0|2476.0|0
