|dates|Hooker_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hooker_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hooker_Nebraska_UnitedStates.Male_Total_Population.data|Hooker_Nebraska_UnitedStates.Male_Total_Population.missing|Hooker_Nebraska_UnitedStates.Female_Total_Population.data|Hooker_Nebraska_UnitedStates.Female_Total_Population.missing|Hooker_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Hooker_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-01-23|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-01-24|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-01-25|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-01-26|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-01-27|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-01-28|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-01-29|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-01-30|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-01-31|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-02-01|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-02-02|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-02-03|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-02-04|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-02-05|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-02-06|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-02-07|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-02-08|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-02-09|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-02-10|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-02-11|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-02-12|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-02-13|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-02-14|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-02-15|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-02-16|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-02-17|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-02-18|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-02-19|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-02-20|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-02-21|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-02-22|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-02-23|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-02-24|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-02-25|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-02-26|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-02-27|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-02-28|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-02-29|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-03-01|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-03-02|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-03-03|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-03-04|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-03-05|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-03-06|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-03-07|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-03-08|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-03-09|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-03-10|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-03-11|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-03-12|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-03-13|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-03-14|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-03-15|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-03-16|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-03-17|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-03-18|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-03-19|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-03-20|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-03-21|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-03-22|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-03-23|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-03-24|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-03-25|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-03-26|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-03-27|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-03-28|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-03-29|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-03-30|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-03-31|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-04-01|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-04-02|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-04-03|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-04-04|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-04-05|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-04-06|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-04-07|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-04-08|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-04-09|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-04-10|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-04-11|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-04-12|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-04-13|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-04-14|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-04-15|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-04-16|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-04-17|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-04-18|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-04-19|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-04-20|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-04-21|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-04-22|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-04-23|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-04-24|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-04-25|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-04-26|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-04-27|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-04-28|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-04-29|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-04-30|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-05-01|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-05-02|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-05-03|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-05-04|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-05-05|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-05-06|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-05-07|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-05-08|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-05-09|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-05-10|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-05-11|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-05-12|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-05-13|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-05-14|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-05-15|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-05-16|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-05-17|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-05-18|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-05-19|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-05-20|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-05-21|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-05-22|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-05-23|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-05-24|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-05-25|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-05-26|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-05-27|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-05-28|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-05-29|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-05-30|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-05-31|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-06-01|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-06-02|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-06-03|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-06-04|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-06-05|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-06-06|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-06-07|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-06-08|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-06-09|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-06-10|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-06-11|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-06-12|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-06-13|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-06-14|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-06-15|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-06-16|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-06-17|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-06-18|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-06-19|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-06-20|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-06-21|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-06-22|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-06-23|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-06-24|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-06-25|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-06-26|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-06-27|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-06-28|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-06-29|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-06-30|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-07-01|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-07-02|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-07-03|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-07-04|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-07-05|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-07-06|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-07-07|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-07-08|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-07-09|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-07-10|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-07-11|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-07-12|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-07-13|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-07-14|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-07-15|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-07-16|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-07-17|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-07-18|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-07-19|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-07-20|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-07-21|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-07-22|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-07-23|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-07-24|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-07-25|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-07-26|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-07-27|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-07-28|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-07-29|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-07-30|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-07-31|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-08-01|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-08-02|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-08-03|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-08-04|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-08-05|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-08-06|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-08-07|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-08-08|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-08-09|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-08-10|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-08-11|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-08-12|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-08-13|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-08-14|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-08-15|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-08-16|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-08-17|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-08-18|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-08-19|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-08-20|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-08-21|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-08-22|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-08-23|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-08-24|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-08-25|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-08-26|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-08-27|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-08-28|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-08-29|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-08-30|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-08-31|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-09-01|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-09-02|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-09-03|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-09-04|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-09-05|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-09-06|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-09-07|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-09-08|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-09-09|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-09-10|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-09-11|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-09-12|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-09-13|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-09-14|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-09-15|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-09-16|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-09-17|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-09-18|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-09-19|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-09-20|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-09-21|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-09-22|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-09-23|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-09-24|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-09-25|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-09-26|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-09-27|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-09-28|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-09-29|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-09-30|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-10-01|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-10-02|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-10-03|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-10-04|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-10-05|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-10-06|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-10-07|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-10-08|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-10-09|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-10-10|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-10-11|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-10-12|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-10-13|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-10-14|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-10-15|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-10-16|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-10-17|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-10-18|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-10-19|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-10-20|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-10-21|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-10-22|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-10-23|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-10-24|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-10-25|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-10-26|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-10-27|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-10-28|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-10-29|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-10-30|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-10-31|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-11-01|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-11-02|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-11-03|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-11-04|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-11-05|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-11-06|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-11-07|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-11-08|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-11-09|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-11-10|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-11-11|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-11-12|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-11-13|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-11-14|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-11-15|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-11-16|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-11-17|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-11-18|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-11-19|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-11-20|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-11-21|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-11-22|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-11-23|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-11-24|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-11-25|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-11-26|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-11-27|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-11-28|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-11-29|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-11-30|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-12-01|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-12-02|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-12-03|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-12-04|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-12-05|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-12-06|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-12-07|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-12-08|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-12-09|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-12-10|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-12-11|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-12-12|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-12-13|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-12-14|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-12-15|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-12-16|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-12-17|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-12-18|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-12-19|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-12-20|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-12-21|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-12-22|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-12-23|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-12-24|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-12-25|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-12-26|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-12-27|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-12-28|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-12-29|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-12-30|208.0|0|329.0|0|353.0|0|151.0|0
0|2020-12-31|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-01-01|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-01-02|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-01-03|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-01-04|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-01-05|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-01-06|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-01-07|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-01-08|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-01-09|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-01-10|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-01-11|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-01-12|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-01-13|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-01-14|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-01-15|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-01-16|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-01-17|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-01-18|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-01-19|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-01-20|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-01-21|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-01-22|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-01-23|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-01-24|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-01-25|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-01-26|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-01-27|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-01-28|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-01-29|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-01-30|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-01-31|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-02-01|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-02-02|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-02-03|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-02-04|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-02-05|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-02-06|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-02-07|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-02-08|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-02-09|208.0|0|329.0|0|353.0|0|151.0|0
0|2021-02-10|208.0|0|329.0|0|353.0|0|151.0|0
