|dates|Franklin_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Franklin_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Franklin_Tennessee_UnitedStates.Male_Total_Population.data|Franklin_Tennessee_UnitedStates.Male_Total_Population.missing|Franklin_Tennessee_UnitedStates.Female_Total_Population.data|Franklin_Tennessee_UnitedStates.Female_Total_Population.missing|Franklin_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Franklin_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8388.0|0|20459.0|0|21431.0|0|8407.0|0
