|dates|Albany_NewYork_UnitedStates.BLS_EmployedPopulation.data|Albany_NewYork_UnitedStates.BLS_EmployedPopulation.missing|Albany_NewYork_UnitedStates.BLS_UnemployedPopulation.data|Albany_NewYork_UnitedStates.BLS_UnemployedPopulation.missing|Albany_NewYork_UnitedStates.BLS_UnemploymentRate.data|Albany_NewYork_UnitedStates.BLS_UnemploymentRate.missing|Albany_NewYork_UnitedStates.BLS_LaborForcePopulation.data|Albany_NewYork_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|152264.5|0|6049.0|0|3.820899670590316|0|158313.5|0
0|2020-01-02|152264.5|0|6049.0|0|3.820899670590316|0|158313.5|0
0|2020-01-03|152264.5|0|6049.0|0|3.820899670590316|0|158313.5|0
0|2020-01-04|152264.5|0|6049.0|0|3.820899670590316|0|158313.5|0
0|2020-01-05|152264.5|0|6049.0|0|3.820899670590316|0|158313.5|0
0|2020-01-06|152264.5|0|6049.0|0|3.820899670590316|0|158313.5|0
0|2020-01-07|152264.5|0|6049.0|0|3.820899670590316|0|158313.5|0
0|2020-01-08|152264.5|0|6049.0|0|3.820899670590316|0|158313.5|0
0|2020-01-09|152264.5|0|6049.0|0|3.820899670590316|0|158313.5|0
0|2020-01-10|152264.5|0|6049.0|0|3.820899670590316|0|158313.5|0
0|2020-01-11|152264.5|0|6049.0|0|3.820899670590316|0|158313.5|0
0|2020-01-12|152264.5|0|6049.0|0|3.820899670590316|0|158313.5|0
0|2020-01-13|152264.5|0|6049.0|0|3.820899670590316|0|158313.5|0
0|2020-01-14|152264.5|0|6049.0|0|3.820899670590316|0|158313.5|0
0|2020-01-15|152264.5|0|6049.0|0|3.820899670590316|0|158313.5|0
0|2020-01-16|152264.5|0|6049.0|0|3.820899670590316|0|158313.5|0
0|2020-01-17|152264.5|0|6049.0|0|3.820899670590316|0|158313.5|0
0|2020-01-18|152264.5|0|6049.0|0|3.820899670590316|0|158313.5|0
0|2020-01-19|152264.5|0|6049.0|0|3.820899670590316|0|158313.5|0
0|2020-01-20|152264.5|0|6049.0|0|3.820899670590316|0|158313.5|0
0|2020-01-21|152264.5|0|6049.0|0|3.820899670590316|0|158313.5|0
0|2020-01-22|152264.5|0|6049.0|0|3.820899670590316|0|158313.5|0
0|2020-01-23|152264.5|0|6049.0|0|3.820899670590316|0|158313.5|0
0|2020-01-24|152264.5|0|6049.0|0|3.820899670590316|0|158313.5|0
0|2020-01-25|152264.5|0|6049.0|0|3.820899670590316|0|158313.5|0
0|2020-01-26|152264.5|0|6049.0|0|3.820899670590316|0|158313.5|0
0|2020-01-27|152264.5|0|6049.0|0|3.820899670590316|0|158313.5|0
0|2020-01-28|152264.5|0|6049.0|0|3.820899670590316|0|158313.5|0
0|2020-01-29|152264.5|0|6049.0|0|3.820899670590316|0|158313.5|0
0|2020-01-30|152264.5|0|6049.0|0|3.820899670590316|0|158313.5|0
0|2020-01-31|152264.5|0|6049.0|0|3.820899670590316|0|158313.5|0
0|2020-02-01|152159.5|0|5895.0|0|3.7297261387685894|0|158054.5|0
0|2020-02-02|152159.5|0|5895.0|0|3.7297261387685894|0|158054.5|0
0|2020-02-03|152159.5|0|5895.0|0|3.7297261387685894|0|158054.5|0
0|2020-02-04|152159.5|0|5895.0|0|3.7297261387685894|0|158054.5|0
0|2020-02-05|152159.5|0|5895.0|0|3.7297261387685894|0|158054.5|0
0|2020-02-06|152159.5|0|5895.0|0|3.7297261387685894|0|158054.5|0
0|2020-02-07|152159.5|0|5895.0|0|3.7297261387685894|0|158054.5|0
0|2020-02-08|152159.5|0|5895.0|0|3.7297261387685894|0|158054.5|0
0|2020-02-09|152159.5|0|5895.0|0|3.7297261387685894|0|158054.5|0
0|2020-02-10|152159.5|0|5895.0|0|3.7297261387685894|0|158054.5|0
0|2020-02-11|152159.5|0|5895.0|0|3.7297261387685894|0|158054.5|0
0|2020-02-12|152159.5|0|5895.0|0|3.7297261387685894|0|158054.5|0
0|2020-02-13|152159.5|0|5895.0|0|3.7297261387685894|0|158054.5|0
0|2020-02-14|152159.5|0|5895.0|0|3.7297261387685894|0|158054.5|0
0|2020-02-15|152159.5|0|5895.0|0|3.7297261387685894|0|158054.5|0
0|2020-02-16|152159.5|0|5895.0|0|3.7297261387685894|0|158054.5|0
0|2020-02-17|152159.5|0|5895.0|0|3.7297261387685894|0|158054.5|0
0|2020-02-18|152159.5|0|5895.0|0|3.7297261387685894|0|158054.5|0
0|2020-02-19|152159.5|0|5895.0|0|3.7297261387685894|0|158054.5|0
0|2020-02-20|152159.5|0|5895.0|0|3.7297261387685894|0|158054.5|0
0|2020-02-21|152159.5|0|5895.0|0|3.7297261387685894|0|158054.5|0
0|2020-02-22|152159.5|0|5895.0|0|3.7297261387685894|0|158054.5|0
