|dates|Washakie_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washakie_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washakie_Wyoming_UnitedStates.Male_Total_Population.data|Washakie_Wyoming_UnitedStates.Male_Total_Population.missing|Washakie_Wyoming_UnitedStates.Female_Total_Population.data|Washakie_Wyoming_UnitedStates.Female_Total_Population.missing|Washakie_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.data|Washakie_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1710.0|0|3988.0|0|3897.0|0|1793.0|0
