|dates|Coal_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Coal_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Coal_Oklahoma_UnitedStates.Male_Total_Population.data|Coal_Oklahoma_UnitedStates.Male_Total_Population.missing|Coal_Oklahoma_UnitedStates.Female_Total_Population.data|Coal_Oklahoma_UnitedStates.Female_Total_Population.missing|Coal_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Coal_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1121.0|0|2751.0|0|2769.0|0|1333.0|0
