|dates|LaPlata_Colorado_UnitedStates.BLS_EmployedPopulation.data|LaPlata_Colorado_UnitedStates.BLS_EmployedPopulation.missing|LaPlata_Colorado_UnitedStates.BLS_UnemployedPopulation.data|LaPlata_Colorado_UnitedStates.BLS_UnemployedPopulation.missing|LaPlata_Colorado_UnitedStates.BLS_UnemploymentRate.data|LaPlata_Colorado_UnitedStates.BLS_UnemploymentRate.missing|LaPlata_Colorado_UnitedStates.BLS_LaborForcePopulation.data|LaPlata_Colorado_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|30385.0|0|891.5|0|2.8503828753217273|0|31276.5|0
0|2020-01-02|30385.0|0|891.5|0|2.8503828753217273|0|31276.5|0
0|2020-01-03|30385.0|0|891.5|0|2.8503828753217273|0|31276.5|0
0|2020-01-04|30385.0|0|891.5|0|2.8503828753217273|0|31276.5|0
0|2020-01-05|30385.0|0|891.5|0|2.8503828753217273|0|31276.5|0
0|2020-01-06|30385.0|0|891.5|0|2.8503828753217273|0|31276.5|0
0|2020-01-07|30385.0|0|891.5|0|2.8503828753217273|0|31276.5|0
0|2020-01-08|30385.0|0|891.5|0|2.8503828753217273|0|31276.5|0
0|2020-01-09|30385.0|0|891.5|0|2.8503828753217273|0|31276.5|0
0|2020-01-10|30385.0|0|891.5|0|2.8503828753217273|0|31276.5|0
0|2020-01-11|30385.0|0|891.5|0|2.8503828753217273|0|31276.5|0
0|2020-01-12|30385.0|0|891.5|0|2.8503828753217273|0|31276.5|0
0|2020-01-13|30385.0|0|891.5|0|2.8503828753217273|0|31276.5|0
0|2020-01-14|30385.0|0|891.5|0|2.8503828753217273|0|31276.5|0
0|2020-01-15|30385.0|0|891.5|0|2.8503828753217273|0|31276.5|0
0|2020-01-16|30385.0|0|891.5|0|2.8503828753217273|0|31276.5|0
0|2020-01-17|30385.0|0|891.5|0|2.8503828753217273|0|31276.5|0
0|2020-01-18|30385.0|0|891.5|0|2.8503828753217273|0|31276.5|0
0|2020-01-19|30385.0|0|891.5|0|2.8503828753217273|0|31276.5|0
0|2020-01-20|30385.0|0|891.5|0|2.8503828753217273|0|31276.5|0
0|2020-01-21|30385.0|0|891.5|0|2.8503828753217273|0|31276.5|0
0|2020-01-22|30385.0|0|891.5|0|2.8503828753217273|0|31276.5|0
0|2020-01-23|30385.0|0|891.5|0|2.8503828753217273|0|31276.5|0
0|2020-01-24|30385.0|0|891.5|0|2.8503828753217273|0|31276.5|0
