|dates|OutofOH_Ohio_UnitedStates.JHU_ConfirmedCases.data|OutofOH_Ohio_UnitedStates.JHU_ConfirmedCases.missing|OutofOH_Ohio_UnitedStates.NYT_ConfirmedCases.data|OutofOH_Ohio_UnitedStates.NYT_ConfirmedCases.missing|OutofOH_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|OutofOH_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|OutofOH_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|OutofOH_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|0.0|0|0.0|100
