|dates|Nassau_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Nassau_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Nassau_NewYork_UnitedStates.Male_Total_Population.data|Nassau_NewYork_UnitedStates.Male_Total_Population.missing|Nassau_NewYork_UnitedStates.Female_Total_Population.data|Nassau_NewYork_UnitedStates.Female_Total_Population.missing|Nassau_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Nassau_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|241283.0|0|661427.0|0|696916.0|0|291496.0|0
