|dates|Cloud_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cloud_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cloud_Kansas_UnitedStates.Male_Total_Population.data|Cloud_Kansas_UnitedStates.Male_Total_Population.missing|Cloud_Kansas_UnitedStates.Female_Total_Population.data|Cloud_Kansas_UnitedStates.Female_Total_Population.missing|Cloud_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Cloud_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1885.0|0|4330.0|0|4399.0|0|1952.0|0
