|dates|Burleson_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Burleson_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Burleson_Texas_UnitedStates.Male_Total_Population.data|Burleson_Texas_UnitedStates.Male_Total_Population.missing|Burleson_Texas_UnitedStates.Female_Total_Population.data|Burleson_Texas_UnitedStates.Female_Total_Population.missing|Burleson_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Burleson_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3755.0|0|9045.0|0|9344.0|0|4079.0|0
