|dates|Sullivan_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sullivan_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sullivan_Pennsylvania_UnitedStates.Male_Total_Population.data|Sullivan_Pennsylvania_UnitedStates.Male_Total_Population.missing|Sullivan_Pennsylvania_UnitedStates.Female_Total_Population.data|Sullivan_Pennsylvania_UnitedStates.Female_Total_Population.missing|Sullivan_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Sullivan_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1718.0|0|3176.0|0|2895.0|0|645.0|0
