|dates|Wichita_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wichita_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wichita_Kansas_UnitedStates.Male_Total_Population.data|Wichita_Kansas_UnitedStates.Male_Total_Population.missing|Wichita_Kansas_UnitedStates.Female_Total_Population.data|Wichita_Kansas_UnitedStates.Female_Total_Population.missing|Wichita_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Wichita_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|426.0|0|1073.0|0|1032.0|0|549.0|0
