|dates|Warren_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Warren_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Warren_Pennsylvania_UnitedStates.Male_Total_Population.data|Warren_Pennsylvania_UnitedStates.Male_Total_Population.missing|Warren_Pennsylvania_UnitedStates.Female_Total_Population.data|Warren_Pennsylvania_UnitedStates.Female_Total_Population.missing|Warren_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Warren_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9048.0|0|19770.0|0|19728.0|0|7637.0|0
