|dates|Gregg_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Gregg_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Gregg_Texas_UnitedStates.Male_Total_Population.data|Gregg_Texas_UnitedStates.Male_Total_Population.missing|Gregg_Texas_UnitedStates.Female_Total_Population.data|Gregg_Texas_UnitedStates.Female_Total_Population.missing|Gregg_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Gregg_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|19016.0|0|60112.0|0|63595.0|0|31951.0|0
