|dates|Monroe_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Monroe_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Monroe_Arkansas_UnitedStates.Male_Total_Population.data|Monroe_Arkansas_UnitedStates.Male_Total_Population.missing|Monroe_Arkansas_UnitedStates.Female_Total_Population.data|Monroe_Arkansas_UnitedStates.Female_Total_Population.missing|Monroe_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Monroe_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1601.0|0|3209.0|0|3691.0|0|1453.0|0
