|dates|Harrison_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Harrison_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Harrison_Missouri_UnitedStates.Male_Total_Population.data|Harrison_Missouri_UnitedStates.Male_Total_Population.missing|Harrison_Missouri_UnitedStates.Female_Total_Population.data|Harrison_Missouri_UnitedStates.Female_Total_Population.missing|Harrison_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Harrison_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1890.0|0|4155.0|0|4259.0|0|2034.0|0
