|dates|Calcasieu_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Calcasieu_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Calcasieu_Louisiana_UnitedStates.Male_Total_Population.data|Calcasieu_Louisiana_UnitedStates.Male_Total_Population.missing|Calcasieu_Louisiana_UnitedStates.Female_Total_Population.data|Calcasieu_Louisiana_UnitedStates.Female_Total_Population.missing|Calcasieu_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|Calcasieu_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|30057.0|0|99313.0|0|103799.0|0|50566.0|0
