|dates|Rutherford_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rutherford_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rutherford_Tennessee_UnitedStates.Male_Total_Population.data|Rutherford_Tennessee_UnitedStates.Male_Total_Population.missing|Rutherford_Tennessee_UnitedStates.Female_Total_Population.data|Rutherford_Tennessee_UnitedStates.Female_Total_Population.missing|Rutherford_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Rutherford_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|33966.0|0|159916.0|0|164974.0|0|80100.0|0
