|dates|Cumberland_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cumberland_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cumberland_Virginia_UnitedStates.Male_Total_Population.data|Cumberland_Virginia_UnitedStates.Male_Total_Population.missing|Cumberland_Virginia_UnitedStates.Female_Total_Population.data|Cumberland_Virginia_UnitedStates.Female_Total_Population.missing|Cumberland_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Cumberland_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2199.0|0|4736.0|0|5073.0|0|1900.0|0
