|dates|Kent_RhodeIsland_UnitedStates.JHU_ConfirmedCases.data|Kent_RhodeIsland_UnitedStates.JHU_ConfirmedCases.missing|Kent_RhodeIsland_UnitedStates.NYT_ConfirmedCases.data|Kent_RhodeIsland_UnitedStates.NYT_ConfirmedCases.missing|Kent_RhodeIsland_UnitedStates.JHU_ConfirmedDeaths.data|Kent_RhodeIsland_UnitedStates.JHU_ConfirmedDeaths.missing|Kent_RhodeIsland_UnitedStates.JHU_ConfirmedRecoveries.data|Kent_RhodeIsland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|19841.0|0|0.0|100|370.0|0|0.0|100
