|dates|Bannock_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bannock_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bannock_Idaho_UnitedStates.Male_Total_Population.data|Bannock_Idaho_UnitedStates.Male_Total_Population.missing|Bannock_Idaho_UnitedStates.Female_Total_Population.data|Bannock_Idaho_UnitedStates.Female_Total_Population.missing|Bannock_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Bannock_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12400.0|0|43328.0|0|43810.0|0|22849.0|0
