|dates|Northampton_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Northampton_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Northampton_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Northampton_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Northampton_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Northampton_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Northampton_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Northampton_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|7161.0|0|416.0|0|5.490299590867098|0|7577.0|0
