|dates|Lincoln_Nebraska_UnitedStates.BLS_EmployedPopulation.data|Lincoln_Nebraska_UnitedStates.BLS_EmployedPopulation.missing|Lincoln_Nebraska_UnitedStates.BLS_UnemployedPopulation.data|Lincoln_Nebraska_UnitedStates.BLS_UnemployedPopulation.missing|Lincoln_Nebraska_UnitedStates.BLS_UnemploymentRate.data|Lincoln_Nebraska_UnitedStates.BLS_UnemploymentRate.missing|Lincoln_Nebraska_UnitedStates.BLS_LaborForcePopulation.data|Lincoln_Nebraska_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|17491.5|0|657.5|0|3.6227891343875696|0|18149.0|0
0|2020-01-02|17491.5|0|657.5|0|3.6227891343875696|0|18149.0|0
0|2020-01-03|17491.5|0|657.5|0|3.6227891343875696|0|18149.0|0
0|2020-01-04|17491.5|0|657.5|0|3.6227891343875696|0|18149.0|0
0|2020-01-05|17491.5|0|657.5|0|3.6227891343875696|0|18149.0|0
0|2020-01-06|17491.5|0|657.5|0|3.6227891343875696|0|18149.0|0
0|2020-01-07|17491.5|0|657.5|0|3.6227891343875696|0|18149.0|0
0|2020-01-08|17491.5|0|657.5|0|3.6227891343875696|0|18149.0|0
0|2020-01-09|17491.5|0|657.5|0|3.6227891343875696|0|18149.0|0
0|2020-01-10|17491.5|0|657.5|0|3.6227891343875696|0|18149.0|0
0|2020-01-11|17491.5|0|657.5|0|3.6227891343875696|0|18149.0|0
0|2020-01-12|17491.5|0|657.5|0|3.6227891343875696|0|18149.0|0
0|2020-01-13|17491.5|0|657.5|0|3.6227891343875696|0|18149.0|0
0|2020-01-14|17491.5|0|657.5|0|3.6227891343875696|0|18149.0|0
0|2020-01-15|17491.5|0|657.5|0|3.6227891343875696|0|18149.0|0
0|2020-01-16|17491.5|0|657.5|0|3.6227891343875696|0|18149.0|0
0|2020-01-17|17491.5|0|657.5|0|3.6227891343875696|0|18149.0|0
0|2020-01-18|17491.5|0|657.5|0|3.6227891343875696|0|18149.0|0
0|2020-01-19|17491.5|0|657.5|0|3.6227891343875696|0|18149.0|0
0|2020-01-20|17491.5|0|657.5|0|3.6227891343875696|0|18149.0|0
0|2020-01-21|17491.5|0|657.5|0|3.6227891343875696|0|18149.0|0
0|2020-01-22|17491.5|0|657.5|0|3.6227891343875696|0|18149.0|0
0|2020-01-23|17491.5|0|657.5|0|3.6227891343875696|0|18149.0|0
0|2020-01-24|17491.5|0|657.5|0|3.6227891343875696|0|18149.0|0
0|2020-01-25|17491.5|0|657.5|0|3.6227891343875696|0|18149.0|0
0|2020-01-26|17491.5|0|657.5|0|3.6227891343875696|0|18149.0|0
0|2020-01-27|17491.5|0|657.5|0|3.6227891343875696|0|18149.0|0
0|2020-01-28|17491.5|0|657.5|0|3.6227891343875696|0|18149.0|0
0|2020-01-29|17491.5|0|657.5|0|3.6227891343875696|0|18149.0|0
0|2020-01-30|17491.5|0|657.5|0|3.6227891343875696|0|18149.0|0
0|2020-01-31|17491.5|0|657.5|0|3.6227891343875696|0|18149.0|0
0|2020-02-01|17601.5|0|609.0|0|3.3442244858735344|0|18210.5|0
0|2020-02-02|17601.5|0|609.0|0|3.3442244858735344|0|18210.5|0
0|2020-02-03|17601.5|0|609.0|0|3.3442244858735344|0|18210.5|0
0|2020-02-04|17601.5|0|609.0|0|3.3442244858735344|0|18210.5|0
0|2020-02-05|17601.5|0|609.0|0|3.3442244858735344|0|18210.5|0
0|2020-02-06|17601.5|0|609.0|0|3.3442244858735344|0|18210.5|0
0|2020-02-07|17601.5|0|609.0|0|3.3442244858735344|0|18210.5|0
0|2020-02-08|17601.5|0|609.0|0|3.3442244858735344|0|18210.5|0
0|2020-02-09|17601.5|0|609.0|0|3.3442244858735344|0|18210.5|0
0|2020-02-10|17601.5|0|609.0|0|3.3442244858735344|0|18210.5|0
0|2020-02-11|17601.5|0|609.0|0|3.3442244858735344|0|18210.5|0
0|2020-02-12|17601.5|0|609.0|0|3.3442244858735344|0|18210.5|0
0|2020-02-13|17601.5|0|609.0|0|3.3442244858735344|0|18210.5|0
0|2020-02-14|17601.5|0|609.0|0|3.3442244858735344|0|18210.5|0
0|2020-02-15|17601.5|0|609.0|0|3.3442244858735344|0|18210.5|0
0|2020-02-16|17601.5|0|609.0|0|3.3442244858735344|0|18210.5|0
0|2020-02-17|17601.5|0|609.0|0|3.3442244858735344|0|18210.5|0
0|2020-02-18|17601.5|0|609.0|0|3.3442244858735344|0|18210.5|0
0|2020-02-19|17601.5|0|609.0|0|3.3442244858735344|0|18210.5|0
0|2020-02-20|17601.5|0|609.0|0|3.3442244858735344|0|18210.5|0
0|2020-02-21|17601.5|0|609.0|0|3.3442244858735344|0|18210.5|0
0|2020-02-22|17601.5|0|609.0|0|3.3442244858735344|0|18210.5|0
0|2020-02-23|17601.5|0|609.0|0|3.3442244858735344|0|18210.5|0
0|2020-02-24|17601.5|0|609.0|0|3.3442244858735344|0|18210.5|0
0|2020-02-25|17601.5|0|609.0|0|3.3442244858735344|0|18210.5|0
0|2020-02-26|17601.5|0|609.0|0|3.3442244858735344|0|18210.5|0
