|dates|Lane_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lane_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lane_Kansas_UnitedStates.Male_Total_Population.data|Lane_Kansas_UnitedStates.Male_Total_Population.missing|Lane_Kansas_UnitedStates.Female_Total_Population.data|Lane_Kansas_UnitedStates.Female_Total_Population.missing|Lane_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Lane_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|367.0|0|788.0|0|772.0|0|345.0|0
