|dates|Northampton_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Northampton_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Northampton_Virginia_UnitedStates.Male_Total_Population.data|Northampton_Virginia_UnitedStates.Male_Total_Population.missing|Northampton_Virginia_UnitedStates.Female_Total_Population.data|Northampton_Virginia_UnitedStates.Female_Total_Population.missing|Northampton_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Northampton_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3098.0|0|5603.0|0|6132.0|0|2301.0|0
