|dates|OutofSC_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|OutofSC_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|OutofSC_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|OutofSC_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|OutofSC_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|OutofSC_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|OutofSC_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|OutofSC_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|0.0|0|0.0|100
