|dates|Lexington_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lexington_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lexington_Virginia_UnitedStates.Male_Total_Population.data|Lexington_Virginia_UnitedStates.Male_Total_Population.missing|Lexington_Virginia_UnitedStates.Female_Total_Population.data|Lexington_Virginia_UnitedStates.Female_Total_Population.missing|Lexington_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Lexington_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1156.0|0|4008.0|0|3128.0|0|669.0|0
