|dates|Mason_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mason_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mason_Michigan_UnitedStates.Male_Total_Population.data|Mason_Michigan_UnitedStates.Male_Total_Population.missing|Mason_Michigan_UnitedStates.Female_Total_Population.data|Mason_Michigan_UnitedStates.Female_Total_Population.missing|Mason_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Mason_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6854.0|0|14447.0|0|14653.0|0|5889.0|0
