|dates|Franklin_Georgia_UnitedStates.BLS_EmployedPopulation.data|Franklin_Georgia_UnitedStates.BLS_EmployedPopulation.missing|Franklin_Georgia_UnitedStates.BLS_UnemployedPopulation.data|Franklin_Georgia_UnitedStates.BLS_UnemployedPopulation.missing|Franklin_Georgia_UnitedStates.BLS_UnemploymentRate.data|Franklin_Georgia_UnitedStates.BLS_UnemploymentRate.missing|Franklin_Georgia_UnitedStates.BLS_LaborForcePopulation.data|Franklin_Georgia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|9768.0|0|388.0|0|3.8204017329657347|0|10156.0|0
0|2020-01-02|9768.0|0|388.0|0|3.8204017329657347|0|10156.0|0
0|2020-01-03|9768.0|0|388.0|0|3.8204017329657347|0|10156.0|0
0|2020-01-04|9768.0|0|388.0|0|3.8204017329657347|0|10156.0|0
0|2020-01-05|9768.0|0|388.0|0|3.8204017329657347|0|10156.0|0
0|2020-01-06|9768.0|0|388.0|0|3.8204017329657347|0|10156.0|0
0|2020-01-07|9768.0|0|388.0|0|3.8204017329657347|0|10156.0|0
0|2020-01-08|9768.0|0|388.0|0|3.8204017329657347|0|10156.0|0
0|2020-01-09|9768.0|0|388.0|0|3.8204017329657347|0|10156.0|0
0|2020-01-10|9768.0|0|388.0|0|3.8204017329657347|0|10156.0|0
0|2020-01-11|9768.0|0|388.0|0|3.8204017329657347|0|10156.0|0
0|2020-01-12|9768.0|0|388.0|0|3.8204017329657347|0|10156.0|0
0|2020-01-13|9768.0|0|388.0|0|3.8204017329657347|0|10156.0|0
0|2020-01-14|9768.0|0|388.0|0|3.8204017329657347|0|10156.0|0
0|2020-01-15|9768.0|0|388.0|0|3.8204017329657347|0|10156.0|0
0|2020-01-16|9768.0|0|388.0|0|3.8204017329657347|0|10156.0|0
0|2020-01-17|9768.0|0|388.0|0|3.8204017329657347|0|10156.0|0
0|2020-01-18|9768.0|0|388.0|0|3.8204017329657347|0|10156.0|0
0|2020-01-19|9768.0|0|388.0|0|3.8204017329657347|0|10156.0|0
0|2020-01-20|9768.0|0|388.0|0|3.8204017329657347|0|10156.0|0
0|2020-01-21|9768.0|0|388.0|0|3.8204017329657347|0|10156.0|0
0|2020-01-22|9768.0|0|388.0|0|3.8204017329657347|0|10156.0|0
0|2020-01-23|9768.0|0|388.0|0|3.8204017329657347|0|10156.0|0
0|2020-01-24|9768.0|0|388.0|0|3.8204017329657347|0|10156.0|0
0|2020-01-25|9768.0|0|388.0|0|3.8204017329657347|0|10156.0|0
0|2020-01-26|9768.0|0|388.0|0|3.8204017329657347|0|10156.0|0
0|2020-01-27|9768.0|0|388.0|0|3.8204017329657347|0|10156.0|0
0|2020-01-28|9768.0|0|388.0|0|3.8204017329657347|0|10156.0|0
0|2020-01-29|9768.0|0|388.0|0|3.8204017329657347|0|10156.0|0
0|2020-01-30|9768.0|0|388.0|0|3.8204017329657347|0|10156.0|0
0|2020-01-31|9768.0|0|388.0|0|3.8204017329657347|0|10156.0|0
0|2020-02-01|9805.5|0|377.5|0|3.70715899047432|0|10183.0|0
0|2020-02-02|9805.5|0|377.5|0|3.70715899047432|0|10183.0|0
0|2020-02-03|9805.5|0|377.5|0|3.70715899047432|0|10183.0|0
0|2020-02-04|9805.5|0|377.5|0|3.70715899047432|0|10183.0|0
0|2020-02-05|9805.5|0|377.5|0|3.70715899047432|0|10183.0|0
0|2020-02-06|9805.5|0|377.5|0|3.70715899047432|0|10183.0|0
0|2020-02-07|9805.5|0|377.5|0|3.70715899047432|0|10183.0|0
0|2020-02-08|9805.5|0|377.5|0|3.70715899047432|0|10183.0|0
0|2020-02-09|9805.5|0|377.5|0|3.70715899047432|0|10183.0|0
0|2020-02-10|9805.5|0|377.5|0|3.70715899047432|0|10183.0|0
0|2020-02-11|9805.5|0|377.5|0|3.70715899047432|0|10183.0|0
