|dates|Real_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Real_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Real_Texas_UnitedStates.Male_Total_Population.data|Real_Texas_UnitedStates.Male_Total_Population.missing|Real_Texas_UnitedStates.Female_Total_Population.data|Real_Texas_UnitedStates.Female_Total_Population.missing|Real_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Real_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1025.0|0|1733.0|0|1745.0|0|585.0|0
