|dates|Livingston_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Livingston_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Livingston_Louisiana_UnitedStates.Male_Total_Population.data|Livingston_Louisiana_UnitedStates.Male_Total_Population.missing|Livingston_Louisiana_UnitedStates.Female_Total_Population.data|Livingston_Louisiana_UnitedStates.Female_Total_Population.missing|Livingston_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|Livingston_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|18422.0|0|68810.0|0|70757.0|0|35715.0|0
