|dates|Grundy_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Grundy_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Grundy_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Grundy_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Grundy_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Grundy_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Grundy_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Grundy_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|2157.0|0|0.0|100|36.0|0|0.0|100
