|dates|Hardy_WestVirginia_UnitedStates.BLS_EmployedPopulation.data|Hardy_WestVirginia_UnitedStates.BLS_EmployedPopulation.missing|Hardy_WestVirginia_UnitedStates.BLS_UnemployedPopulation.data|Hardy_WestVirginia_UnitedStates.BLS_UnemployedPopulation.missing|Hardy_WestVirginia_UnitedStates.BLS_UnemploymentRate.data|Hardy_WestVirginia_UnitedStates.BLS_UnemploymentRate.missing|Hardy_WestVirginia_UnitedStates.BLS_LaborForcePopulation.data|Hardy_WestVirginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|5482.0|0|258.0|0|4.494773519163763|0|5740.0|0
