|dates|Alpena_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Alpena_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Alpena_Michigan_UnitedStates.Male_Total_Population.data|Alpena_Michigan_UnitedStates.Male_Total_Population.missing|Alpena_Michigan_UnitedStates.Female_Total_Population.data|Alpena_Michigan_UnitedStates.Female_Total_Population.missing|Alpena_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Alpena_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6647.0|0|13976.0|0|14384.0|0|5241.0|0
