|dates|Madison_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Madison_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Madison_Idaho_UnitedStates.Male_Total_Population.data|Madison_Idaho_UnitedStates.Male_Total_Population.missing|Madison_Idaho_UnitedStates.Female_Total_Population.data|Madison_Idaho_UnitedStates.Female_Total_Population.missing|Madison_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Madison_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2738.0|0|19890.0|0|19414.0|0|10565.0|0
