|dates|Tama_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Tama_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Tama_Iowa_UnitedStates.Male_Total_Population.data|Tama_Iowa_UnitedStates.Male_Total_Population.missing|Tama_Iowa_UnitedStates.Female_Total_Population.data|Tama_Iowa_UnitedStates.Female_Total_Population.missing|Tama_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Tama_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3335.0|0|8471.0|0|8433.0|0|4075.0|0
