|dates|Marion_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Marion_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Marion_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Marion_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Marion_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Marion_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Marion_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Marion_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|9257.5|0|371.0|0|3.8531443111595785|0|9628.5|0
0|2020-01-02|9257.5|0|371.0|0|3.8531443111595785|0|9628.5|0
0|2020-01-03|9257.5|0|371.0|0|3.8531443111595785|0|9628.5|0
0|2020-01-04|9257.5|0|371.0|0|3.8531443111595785|0|9628.5|0
0|2020-01-05|9257.5|0|371.0|0|3.8531443111595785|0|9628.5|0
0|2020-01-06|9257.5|0|371.0|0|3.8531443111595785|0|9628.5|0
0|2020-01-07|9257.5|0|371.0|0|3.8531443111595785|0|9628.5|0
0|2020-01-08|9257.5|0|371.0|0|3.8531443111595785|0|9628.5|0
0|2020-01-09|9257.5|0|371.0|0|3.8531443111595785|0|9628.5|0
0|2020-01-10|9257.5|0|371.0|0|3.8531443111595785|0|9628.5|0
0|2020-01-11|9257.5|0|371.0|0|3.8531443111595785|0|9628.5|0
0|2020-01-12|9257.5|0|371.0|0|3.8531443111595785|0|9628.5|0
0|2020-01-13|9257.5|0|371.0|0|3.8531443111595785|0|9628.5|0
0|2020-01-14|9257.5|0|371.0|0|3.8531443111595785|0|9628.5|0
0|2020-01-15|9257.5|0|371.0|0|3.8531443111595785|0|9628.5|0
0|2020-01-16|9257.5|0|371.0|0|3.8531443111595785|0|9628.5|0
0|2020-01-17|9257.5|0|371.0|0|3.8531443111595785|0|9628.5|0
0|2020-01-18|9257.5|0|371.0|0|3.8531443111595785|0|9628.5|0
0|2020-01-19|9257.5|0|371.0|0|3.8531443111595785|0|9628.5|0
0|2020-01-20|9257.5|0|371.0|0|3.8531443111595785|0|9628.5|0
0|2020-01-21|9257.5|0|371.0|0|3.8531443111595785|0|9628.5|0
0|2020-01-22|9257.5|0|371.0|0|3.8531443111595785|0|9628.5|0
0|2020-01-23|9257.5|0|371.0|0|3.8531443111595785|0|9628.5|0
0|2020-01-24|9257.5|0|371.0|0|3.8531443111595785|0|9628.5|0
0|2020-01-25|9257.5|0|371.0|0|3.8531443111595785|0|9628.5|0
0|2020-01-26|9257.5|0|371.0|0|3.8531443111595785|0|9628.5|0
0|2020-01-27|9257.5|0|371.0|0|3.8531443111595785|0|9628.5|0
0|2020-01-28|9257.5|0|371.0|0|3.8531443111595785|0|9628.5|0
0|2020-01-29|9257.5|0|371.0|0|3.8531443111595785|0|9628.5|0
0|2020-01-30|9257.5|0|371.0|0|3.8531443111595785|0|9628.5|0
0|2020-01-31|9257.5|0|371.0|0|3.8531443111595785|0|9628.5|0
0|2020-02-01|9256.5|0|326.5|0|3.4070750286966502|0|9583.0|0
0|2020-02-02|9256.5|0|326.5|0|3.4070750286966502|0|9583.0|0
0|2020-02-03|9256.5|0|326.5|0|3.4070750286966502|0|9583.0|0
0|2020-02-04|9256.5|0|326.5|0|3.4070750286966502|0|9583.0|0
0|2020-02-05|9256.5|0|326.5|0|3.4070750286966502|0|9583.0|0
0|2020-02-06|9256.5|0|326.5|0|3.4070750286966502|0|9583.0|0
0|2020-02-07|9256.5|0|326.5|0|3.4070750286966502|0|9583.0|0
0|2020-02-08|9256.5|0|326.5|0|3.4070750286966502|0|9583.0|0
0|2020-02-09|9256.5|0|326.5|0|3.4070750286966502|0|9583.0|0
0|2020-02-10|9256.5|0|326.5|0|3.4070750286966502|0|9583.0|0
0|2020-02-11|9256.5|0|326.5|0|3.4070750286966502|0|9583.0|0
0|2020-02-12|9256.5|0|326.5|0|3.4070750286966502|0|9583.0|0
0|2020-02-13|9256.5|0|326.5|0|3.4070750286966502|0|9583.0|0
0|2020-02-14|9256.5|0|326.5|0|3.4070750286966502|0|9583.0|0
0|2020-02-15|9256.5|0|326.5|0|3.4070750286966502|0|9583.0|0
0|2020-02-16|9256.5|0|326.5|0|3.4070750286966502|0|9583.0|0
0|2020-02-17|9256.5|0|326.5|0|3.4070750286966502|0|9583.0|0
0|2020-02-18|9256.5|0|326.5|0|3.4070750286966502|0|9583.0|0
0|2020-02-19|9256.5|0|326.5|0|3.4070750286966502|0|9583.0|0
0|2020-02-20|9256.5|0|326.5|0|3.4070750286966502|0|9583.0|0
0|2020-02-21|9256.5|0|326.5|0|3.4070750286966502|0|9583.0|0
0|2020-02-22|9256.5|0|326.5|0|3.4070750286966502|0|9583.0|0
0|2020-02-23|9256.5|0|326.5|0|3.4070750286966502|0|9583.0|0
0|2020-02-24|9256.5|0|326.5|0|3.4070750286966502|0|9583.0|0
0|2020-02-25|9256.5|0|326.5|0|3.4070750286966502|0|9583.0|0
0|2020-02-26|9256.5|0|326.5|0|3.4070750286966502|0|9583.0|0
0|2020-02-27|9256.5|0|326.5|0|3.4070750286966502|0|9583.0|0
0|2020-02-28|9256.5|0|326.5|0|3.4070750286966502|0|9583.0|0
0|2020-02-29|9256.5|0|326.5|0|3.4070750286966502|0|9583.0|0
0|2020-03-01|9192.0|0|385.5|0|4.025058731401723|0|9577.5|0
0|2020-03-02|9192.0|0|385.5|0|4.025058731401723|0|9577.5|0
0|2020-03-03|9192.0|0|385.5|0|4.025058731401723|0|9577.5|0
0|2020-03-04|9192.0|0|385.5|0|4.025058731401723|0|9577.5|0
0|2020-03-05|9192.0|0|385.5|0|4.025058731401723|0|9577.5|0
0|2020-03-06|9192.0|0|385.5|0|4.025058731401723|0|9577.5|0
0|2020-03-07|9192.0|0|385.5|0|4.025058731401723|0|9577.5|0
0|2020-03-08|9192.0|0|385.5|0|4.025058731401723|0|9577.5|0
0|2020-03-09|9192.0|0|385.5|0|4.025058731401723|0|9577.5|0
0|2020-03-10|9192.0|0|385.5|0|4.025058731401723|0|9577.5|0
0|2020-03-11|9192.0|0|385.5|0|4.025058731401723|0|9577.5|0
0|2020-03-12|9192.0|0|385.5|0|4.025058731401723|0|9577.5|0
0|2020-03-13|9192.0|0|385.5|0|4.025058731401723|0|9577.5|0
0|2020-03-14|9192.0|0|385.5|0|4.025058731401723|0|9577.5|0
0|2020-03-15|9192.0|0|385.5|0|4.025058731401723|0|9577.5|0
0|2020-03-16|9192.0|0|385.5|0|4.025058731401723|0|9577.5|0
0|2020-03-17|9192.0|0|385.5|0|4.025058731401723|0|9577.5|0
0|2020-03-18|9192.0|0|385.5|0|4.025058731401723|0|9577.5|0
0|2020-03-19|9192.0|0|385.5|0|4.025058731401723|0|9577.5|0
0|2020-03-20|9192.0|0|385.5|0|4.025058731401723|0|9577.5|0
0|2020-03-21|9192.0|0|385.5|0|4.025058731401723|0|9577.5|0
0|2020-03-22|9192.0|0|385.5|0|4.025058731401723|0|9577.5|0
0|2020-03-23|9192.0|0|385.5|0|4.025058731401723|0|9577.5|0
0|2020-03-24|9192.0|0|385.5|0|4.025058731401723|0|9577.5|0
0|2020-03-25|9192.0|0|385.5|0|4.025058731401723|0|9577.5|0
0|2020-03-26|9192.0|0|385.5|0|4.025058731401723|0|9577.5|0
0|2020-03-27|9192.0|0|385.5|0|4.025058731401723|0|9577.5|0
0|2020-03-28|9192.0|0|385.5|0|4.025058731401723|0|9577.5|0
0|2020-03-29|9192.0|0|385.5|0|4.025058731401723|0|9577.5|0
0|2020-03-30|9192.0|0|385.5|0|4.025058731401723|0|9577.5|0
0|2020-03-31|9192.0|0|385.5|0|4.025058731401723|0|9577.5|0
0|2020-04-01|6544.0|0|2657.0|0|28.877295946092815|0|9201.0|0
0|2020-04-02|6544.0|0|2657.0|0|28.877295946092815|0|9201.0|0
0|2020-04-03|6544.0|0|2657.0|0|28.877295946092815|0|9201.0|0
0|2020-04-04|6544.0|0|2657.0|0|28.877295946092815|0|9201.0|0
0|2020-04-05|6544.0|0|2657.0|0|28.877295946092815|0|9201.0|0
0|2020-04-06|6544.0|0|2657.0|0|28.877295946092815|0|9201.0|0
0|2020-04-07|6544.0|0|2657.0|0|28.877295946092815|0|9201.0|0
0|2020-04-08|6544.0|0|2657.0|0|28.877295946092815|0|9201.0|0
0|2020-04-09|6544.0|0|2657.0|0|28.877295946092815|0|9201.0|0
0|2020-04-10|6544.0|0|2657.0|0|28.877295946092815|0|9201.0|0
0|2020-04-11|6544.0|0|2657.0|0|28.877295946092815|0|9201.0|0
0|2020-04-12|6544.0|0|2657.0|0|28.877295946092815|0|9201.0|0
0|2020-04-13|6544.0|0|2657.0|0|28.877295946092815|0|9201.0|0
0|2020-04-14|6544.0|0|2657.0|0|28.877295946092815|0|9201.0|0
0|2020-04-15|6544.0|0|2657.0|0|28.877295946092815|0|9201.0|0
0|2020-04-16|6544.0|0|2657.0|0|28.877295946092815|0|9201.0|0
0|2020-04-17|6544.0|0|2657.0|0|28.877295946092815|0|9201.0|0
0|2020-04-18|6544.0|0|2657.0|0|28.877295946092815|0|9201.0|0
0|2020-04-19|6544.0|0|2657.0|0|28.877295946092815|0|9201.0|0
0|2020-04-20|6544.0|0|2657.0|0|28.877295946092815|0|9201.0|0
0|2020-04-21|6544.0|0|2657.0|0|28.877295946092815|0|9201.0|0
0|2020-04-22|6544.0|0|2657.0|0|28.877295946092815|0|9201.0|0
0|2020-04-23|6544.0|0|2657.0|0|28.877295946092815|0|9201.0|0
0|2020-04-24|6544.0|0|2657.0|0|28.877295946092815|0|9201.0|0
0|2020-04-25|6544.0|0|2657.0|0|28.877295946092815|0|9201.0|0
0|2020-04-26|6544.0|0|2657.0|0|28.877295946092815|0|9201.0|0
0|2020-04-27|6544.0|0|2657.0|0|28.877295946092815|0|9201.0|0
0|2020-04-28|6544.0|0|2657.0|0|28.877295946092815|0|9201.0|0
0|2020-04-29|6544.0|0|2657.0|0|28.877295946092815|0|9201.0|0
0|2020-04-30|6544.0|0|2657.0|0|28.877295946092815|0|9201.0|0
0|2020-05-01|7630.0|0|1715.0|0|18.352059925093634|0|9345.0|0
0|2020-05-02|7630.0|0|1715.0|0|18.352059925093634|0|9345.0|0
0|2020-05-03|7630.0|0|1715.0|0|18.352059925093634|0|9345.0|0
0|2020-05-04|7630.0|0|1715.0|0|18.352059925093634|0|9345.0|0
0|2020-05-05|7630.0|0|1715.0|0|18.352059925093634|0|9345.0|0
0|2020-05-06|7630.0|0|1715.0|0|18.352059925093634|0|9345.0|0
0|2020-05-07|7630.0|0|1715.0|0|18.352059925093634|0|9345.0|0
0|2020-05-08|7630.0|0|1715.0|0|18.352059925093634|0|9345.0|0
