|dates|Weber_Utah_UnitedStates.BLS_EmployedPopulation.data|Weber_Utah_UnitedStates.BLS_EmployedPopulation.missing|Weber_Utah_UnitedStates.BLS_UnemployedPopulation.data|Weber_Utah_UnitedStates.BLS_UnemployedPopulation.missing|Weber_Utah_UnitedStates.BLS_UnemploymentRate.data|Weber_Utah_UnitedStates.BLS_UnemploymentRate.missing|Weber_Utah_UnitedStates.BLS_LaborForcePopulation.data|Weber_Utah_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|124928.0|0|3819.0|0|2.9662827095000273|0|128747.0|0
0|2020-01-02|124928.0|0|3819.0|0|2.9662827095000273|0|128747.0|0
0|2020-01-03|124928.0|0|3819.0|0|2.9662827095000273|0|128747.0|0
0|2020-01-04|124928.0|0|3819.0|0|2.9662827095000273|0|128747.0|0
0|2020-01-05|124928.0|0|3819.0|0|2.9662827095000273|0|128747.0|0
0|2020-01-06|124928.0|0|3819.0|0|2.9662827095000273|0|128747.0|0
0|2020-01-07|124928.0|0|3819.0|0|2.9662827095000273|0|128747.0|0
0|2020-01-08|124928.0|0|3819.0|0|2.9662827095000273|0|128747.0|0
0|2020-01-09|124928.0|0|3819.0|0|2.9662827095000273|0|128747.0|0
0|2020-01-10|124928.0|0|3819.0|0|2.9662827095000273|0|128747.0|0
0|2020-01-11|124928.0|0|3819.0|0|2.9662827095000273|0|128747.0|0
0|2020-01-12|124928.0|0|3819.0|0|2.9662827095000273|0|128747.0|0
0|2020-01-13|124928.0|0|3819.0|0|2.9662827095000273|0|128747.0|0
0|2020-01-14|124928.0|0|3819.0|0|2.9662827095000273|0|128747.0|0
0|2020-01-15|124928.0|0|3819.0|0|2.9662827095000273|0|128747.0|0
0|2020-01-16|124928.0|0|3819.0|0|2.9662827095000273|0|128747.0|0
0|2020-01-17|124928.0|0|3819.0|0|2.9662827095000273|0|128747.0|0
0|2020-01-18|124928.0|0|3819.0|0|2.9662827095000273|0|128747.0|0
0|2020-01-19|124928.0|0|3819.0|0|2.9662827095000273|0|128747.0|0
0|2020-01-20|124928.0|0|3819.0|0|2.9662827095000273|0|128747.0|0
0|2020-01-21|124928.0|0|3819.0|0|2.9662827095000273|0|128747.0|0
0|2020-01-22|124928.0|0|3819.0|0|2.9662827095000273|0|128747.0|0
0|2020-01-23|124928.0|0|3819.0|0|2.9662827095000273|0|128747.0|0
0|2020-01-24|124928.0|0|3819.0|0|2.9662827095000273|0|128747.0|0
0|2020-01-25|124928.0|0|3819.0|0|2.9662827095000273|0|128747.0|0
0|2020-01-26|124928.0|0|3819.0|0|2.9662827095000273|0|128747.0|0
0|2020-01-27|124928.0|0|3819.0|0|2.9662827095000273|0|128747.0|0
0|2020-01-28|124928.0|0|3819.0|0|2.9662827095000273|0|128747.0|0
0|2020-01-29|124928.0|0|3819.0|0|2.9662827095000273|0|128747.0|0
0|2020-01-30|124928.0|0|3819.0|0|2.9662827095000273|0|128747.0|0
0|2020-01-31|124928.0|0|3819.0|0|2.9662827095000273|0|128747.0|0
0|2020-02-01|125560.0|0|3967.5|0|3.0630561077763407|0|129527.5|0
0|2020-02-02|125560.0|0|3967.5|0|3.0630561077763407|0|129527.5|0
0|2020-02-03|125560.0|0|3967.5|0|3.0630561077763407|0|129527.5|0
0|2020-02-04|125560.0|0|3967.5|0|3.0630561077763407|0|129527.5|0
0|2020-02-05|125560.0|0|3967.5|0|3.0630561077763407|0|129527.5|0
0|2020-02-06|125560.0|0|3967.5|0|3.0630561077763407|0|129527.5|0
0|2020-02-07|125560.0|0|3967.5|0|3.0630561077763407|0|129527.5|0
0|2020-02-08|125560.0|0|3967.5|0|3.0630561077763407|0|129527.5|0
0|2020-02-09|125560.0|0|3967.5|0|3.0630561077763407|0|129527.5|0
0|2020-02-10|125560.0|0|3967.5|0|3.0630561077763407|0|129527.5|0
0|2020-02-11|125560.0|0|3967.5|0|3.0630561077763407|0|129527.5|0
0|2020-02-12|125560.0|0|3967.5|0|3.0630561077763407|0|129527.5|0
0|2020-02-13|125560.0|0|3967.5|0|3.0630561077763407|0|129527.5|0
0|2020-02-14|125560.0|0|3967.5|0|3.0630561077763407|0|129527.5|0
0|2020-02-15|125560.0|0|3967.5|0|3.0630561077763407|0|129527.5|0
0|2020-02-16|125560.0|0|3967.5|0|3.0630561077763407|0|129527.5|0
0|2020-02-17|125560.0|0|3967.5|0|3.0630561077763407|0|129527.5|0
0|2020-02-18|125560.0|0|3967.5|0|3.0630561077763407|0|129527.5|0
0|2020-02-19|125560.0|0|3967.5|0|3.0630561077763407|0|129527.5|0
