|dates|Warrick_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Warrick_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Warrick_Indiana_UnitedStates.Male_Total_Population.data|Warrick_Indiana_UnitedStates.Male_Total_Population.missing|Warrick_Indiana_UnitedStates.Female_Total_Population.data|Warrick_Indiana_UnitedStates.Female_Total_Population.missing|Warrick_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Warrick_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10947.0|0|30670.0|0|31897.0|0|14921.0|0
