|dates|Delaware_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Delaware_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Delaware_Ohio_UnitedStates.Male_Total_Population.data|Delaware_Ohio_UnitedStates.Male_Total_Population.missing|Delaware_Ohio_UnitedStates.Female_Total_Population.data|Delaware_Ohio_UnitedStates.Female_Total_Population.missing|Delaware_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Delaware_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|28062.0|0|101563.0|0|103263.0|0|53818.0|0
