|dates|Sullivan_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sullivan_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sullivan_Indiana_UnitedStates.Male_Total_Population.data|Sullivan_Indiana_UnitedStates.Male_Total_Population.missing|Sullivan_Indiana_UnitedStates.Female_Total_Population.data|Sullivan_Indiana_UnitedStates.Female_Total_Population.missing|Sullivan_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Sullivan_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3718.0|0|11241.0|0|9449.0|0|3979.0|0
