|dates|Crawford_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Crawford_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Crawford_Wisconsin_UnitedStates.Male_Total_Population.data|Crawford_Wisconsin_UnitedStates.Male_Total_Population.missing|Crawford_Wisconsin_UnitedStates.Female_Total_Population.data|Crawford_Wisconsin_UnitedStates.Female_Total_Population.missing|Crawford_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Crawford_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3786.0|0|8461.0|0|7830.0|0|3320.0|0
