|dates|Wayne_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wayne_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wayne_NewYork_UnitedStates.Male_Total_Population.data|Wayne_NewYork_UnitedStates.Male_Total_Population.missing|Wayne_NewYork_UnitedStates.Female_Total_Population.data|Wayne_NewYork_UnitedStates.Female_Total_Population.missing|Wayne_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Wayne_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|17002.0|0|44703.0|0|45361.0|0|19198.0|0
