|dates|Wayne_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wayne_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wayne_Iowa_UnitedStates.Male_Total_Population.data|Wayne_Iowa_UnitedStates.Male_Total_Population.missing|Wayne_Iowa_UnitedStates.Female_Total_Population.data|Wayne_Iowa_UnitedStates.Female_Total_Population.missing|Wayne_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Wayne_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1416.0|0|3146.0|0|3255.0|0|1625.0|0
