|dates|Boone_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Boone_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Boone_Illinois_UnitedStates.Male_Total_Population.data|Boone_Illinois_UnitedStates.Male_Total_Population.missing|Boone_Illinois_UnitedStates.Female_Total_Population.data|Boone_Illinois_UnitedStates.Female_Total_Population.missing|Boone_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Boone_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8484.0|0|26785.0|0|26792.0|0|13283.0|0
