|dates|Shelby_Missouri_UnitedStates.AveragePrecipitationTotal.data|Shelby_Missouri_UnitedStates.AveragePrecipitationTotal.missing|Shelby_Missouri_UnitedStates.AveragePrecipitation.data|Shelby_Missouri_UnitedStates.AveragePrecipitation.missing|Shelby_Missouri_UnitedStates.AverageWindDirection.data|Shelby_Missouri_UnitedStates.AverageWindDirection.missing|Shelby_Missouri_UnitedStates.AverageWindSpeed.data|Shelby_Missouri_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|12|0.0|12|277.9166666666667|0|7.916666666666667|0
