|dates|Columbus_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Columbus_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Columbus_NorthCarolina_UnitedStates.Male_Total_Population.data|Columbus_NorthCarolina_UnitedStates.Male_Total_Population.missing|Columbus_NorthCarolina_UnitedStates.Female_Total_Population.data|Columbus_NorthCarolina_UnitedStates.Female_Total_Population.missing|Columbus_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Columbus_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11191.0|0|27545.0|0|28110.0|0|11645.0|0
