|dates|Hardeman_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hardeman_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hardeman_Texas_UnitedStates.Male_Total_Population.data|Hardeman_Texas_UnitedStates.Male_Total_Population.missing|Hardeman_Texas_UnitedStates.Female_Total_Population.data|Hardeman_Texas_UnitedStates.Female_Total_Population.missing|Hardeman_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Hardeman_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|882.0|0|1984.0|0|1938.0|0|837.0|0
