|dates|Mercer_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mercer_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mercer_Missouri_UnitedStates.Male_Total_Population.data|Mercer_Missouri_UnitedStates.Male_Total_Population.missing|Mercer_Missouri_UnitedStates.Female_Total_Population.data|Mercer_Missouri_UnitedStates.Female_Total_Population.missing|Mercer_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Mercer_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|803.0|0|1851.0|0|1790.0|0|867.0|0
