|dates|Monroe_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Monroe_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Monroe_Ohio_UnitedStates.Male_Total_Population.data|Monroe_Ohio_UnitedStates.Male_Total_Population.missing|Monroe_Ohio_UnitedStates.Female_Total_Population.data|Monroe_Ohio_UnitedStates.Female_Total_Population.missing|Monroe_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Monroe_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3243.0|0|6933.0|0|6857.0|0|2796.0|0
