|dates|Windham_Connecticut_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Windham_Connecticut_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Windham_Connecticut_UnitedStates.Male_Total_Population.data|Windham_Connecticut_UnitedStates.Male_Total_Population.missing|Windham_Connecticut_UnitedStates.Female_Total_Population.data|Windham_Connecticut_UnitedStates.Female_Total_Population.missing|Windham_Connecticut_UnitedStates.MaleAndFemale_Under18_Population.data|Windham_Connecticut_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|19418.0|0|57943.0|0|59084.0|0|23202.0|0
