|dates|Alexander_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Alexander_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Alexander_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Alexander_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Alexander_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Alexander_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Alexander_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Alexander_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|5272.0|0|0.0|100|96.0|0|0.0|100
