|dates|DeKalb_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|DeKalb_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|DeKalb_Alabama_UnitedStates.Male_Total_Population.data|DeKalb_Alabama_UnitedStates.Male_Total_Population.missing|DeKalb_Alabama_UnitedStates.Female_Total_Population.data|DeKalb_Alabama_UnitedStates.Female_Total_Population.missing|DeKalb_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|DeKalb_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12322.0|0|35428.0|0|35957.0|0|17188.0|0
