|dates|KitCarson_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|KitCarson_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|KitCarson_Colorado_UnitedStates.Male_Total_Population.data|KitCarson_Colorado_UnitedStates.Male_Total_Population.missing|KitCarson_Colorado_UnitedStates.Female_Total_Population.data|KitCarson_Colorado_UnitedStates.Female_Total_Population.missing|KitCarson_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|KitCarson_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1385.0|0|3582.0|0|3581.0|0|1820.0|0
