|dates|Lee_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lee_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lee_Illinois_UnitedStates.Male_Total_Population.data|Lee_Illinois_UnitedStates.Male_Total_Population.missing|Lee_Illinois_UnitedStates.Female_Total_Population.data|Lee_Illinois_UnitedStates.Female_Total_Population.missing|Lee_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Lee_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6708.0|0|18173.0|0|16050.0|0|6740.0|0
