|dates|Coahoma_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Coahoma_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Coahoma_Mississippi_UnitedStates.Male_Total_Population.data|Coahoma_Mississippi_UnitedStates.Male_Total_Population.missing|Coahoma_Mississippi_UnitedStates.Female_Total_Population.data|Coahoma_Mississippi_UnitedStates.Female_Total_Population.missing|Coahoma_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Coahoma_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3492.0|0|10487.0|0|12141.0|0|6103.0|0
