|dates|Bladen_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Bladen_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Bladen_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Bladen_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Bladen_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Bladen_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Bladen_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Bladen_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|14144.5|0|747.5|0|5.019473542841794|0|14892.0|0
0|2020-01-02|14144.5|0|747.5|0|5.019473542841794|0|14892.0|0
0|2020-01-03|14144.5|0|747.5|0|5.019473542841794|0|14892.0|0
0|2020-01-04|14144.5|0|747.5|0|5.019473542841794|0|14892.0|0
0|2020-01-05|14144.5|0|747.5|0|5.019473542841794|0|14892.0|0
0|2020-01-06|14144.5|0|747.5|0|5.019473542841794|0|14892.0|0
0|2020-01-07|14144.5|0|747.5|0|5.019473542841794|0|14892.0|0
0|2020-01-08|14144.5|0|747.5|0|5.019473542841794|0|14892.0|0
0|2020-01-09|14144.5|0|747.5|0|5.019473542841794|0|14892.0|0
0|2020-01-10|14144.5|0|747.5|0|5.019473542841794|0|14892.0|0
0|2020-01-11|14144.5|0|747.5|0|5.019473542841794|0|14892.0|0
0|2020-01-12|14144.5|0|747.5|0|5.019473542841794|0|14892.0|0
0|2020-01-13|14144.5|0|747.5|0|5.019473542841794|0|14892.0|0
0|2020-01-14|14144.5|0|747.5|0|5.019473542841794|0|14892.0|0
0|2020-01-15|14144.5|0|747.5|0|5.019473542841794|0|14892.0|0
0|2020-01-16|14144.5|0|747.5|0|5.019473542841794|0|14892.0|0
0|2020-01-17|14144.5|0|747.5|0|5.019473542841794|0|14892.0|0
0|2020-01-18|14144.5|0|747.5|0|5.019473542841794|0|14892.0|0
0|2020-01-19|14144.5|0|747.5|0|5.019473542841794|0|14892.0|0
0|2020-01-20|14144.5|0|747.5|0|5.019473542841794|0|14892.0|0
0|2020-01-21|14144.5|0|747.5|0|5.019473542841794|0|14892.0|0
0|2020-01-22|14144.5|0|747.5|0|5.019473542841794|0|14892.0|0
0|2020-01-23|14144.5|0|747.5|0|5.019473542841794|0|14892.0|0
0|2020-01-24|14144.5|0|747.5|0|5.019473542841794|0|14892.0|0
0|2020-01-25|14144.5|0|747.5|0|5.019473542841794|0|14892.0|0
0|2020-01-26|14144.5|0|747.5|0|5.019473542841794|0|14892.0|0
0|2020-01-27|14144.5|0|747.5|0|5.019473542841794|0|14892.0|0
0|2020-01-28|14144.5|0|747.5|0|5.019473542841794|0|14892.0|0
0|2020-01-29|14144.5|0|747.5|0|5.019473542841794|0|14892.0|0
0|2020-01-30|14144.5|0|747.5|0|5.019473542841794|0|14892.0|0
0|2020-01-31|14144.5|0|747.5|0|5.019473542841794|0|14892.0|0
0|2020-02-01|14273.5|0|682.5|0|4.563385932067398|0|14956.0|0
0|2020-02-02|14273.5|0|682.5|0|4.563385932067398|0|14956.0|0
0|2020-02-03|14273.5|0|682.5|0|4.563385932067398|0|14956.0|0
0|2020-02-04|14273.5|0|682.5|0|4.563385932067398|0|14956.0|0
0|2020-02-05|14273.5|0|682.5|0|4.563385932067398|0|14956.0|0
0|2020-02-06|14273.5|0|682.5|0|4.563385932067398|0|14956.0|0
0|2020-02-07|14273.5|0|682.5|0|4.563385932067398|0|14956.0|0
0|2020-02-08|14273.5|0|682.5|0|4.563385932067398|0|14956.0|0
0|2020-02-09|14273.5|0|682.5|0|4.563385932067398|0|14956.0|0
0|2020-02-10|14273.5|0|682.5|0|4.563385932067398|0|14956.0|0
0|2020-02-11|14273.5|0|682.5|0|4.563385932067398|0|14956.0|0
0|2020-02-12|14273.5|0|682.5|0|4.563385932067398|0|14956.0|0
0|2020-02-13|14273.5|0|682.5|0|4.563385932067398|0|14956.0|0
0|2020-02-14|14273.5|0|682.5|0|4.563385932067398|0|14956.0|0
0|2020-02-15|14273.5|0|682.5|0|4.563385932067398|0|14956.0|0
0|2020-02-16|14273.5|0|682.5|0|4.563385932067398|0|14956.0|0
0|2020-02-17|14273.5|0|682.5|0|4.563385932067398|0|14956.0|0
0|2020-02-18|14273.5|0|682.5|0|4.563385932067398|0|14956.0|0
0|2020-02-19|14273.5|0|682.5|0|4.563385932067398|0|14956.0|0
0|2020-02-20|14273.5|0|682.5|0|4.563385932067398|0|14956.0|0
0|2020-02-21|14273.5|0|682.5|0|4.563385932067398|0|14956.0|0
0|2020-02-22|14273.5|0|682.5|0|4.563385932067398|0|14956.0|0
0|2020-02-23|14273.5|0|682.5|0|4.563385932067398|0|14956.0|0
0|2020-02-24|14273.5|0|682.5|0|4.563385932067398|0|14956.0|0
0|2020-02-25|14273.5|0|682.5|0|4.563385932067398|0|14956.0|0
0|2020-02-26|14273.5|0|682.5|0|4.563385932067398|0|14956.0|0
0|2020-02-27|14273.5|0|682.5|0|4.563385932067398|0|14956.0|0
0|2020-02-28|14273.5|0|682.5|0|4.563385932067398|0|14956.0|0
0|2020-02-29|14273.5|0|682.5|0|4.563385932067398|0|14956.0|0
0|2020-03-01|13742.5|0|742.5|0|5.125992405937176|0|14485.0|0
0|2020-03-02|13742.5|0|742.5|0|5.125992405937176|0|14485.0|0
0|2020-03-03|13742.5|0|742.5|0|5.125992405937176|0|14485.0|0
0|2020-03-04|13742.5|0|742.5|0|5.125992405937176|0|14485.0|0
0|2020-03-05|13742.5|0|742.5|0|5.125992405937176|0|14485.0|0
0|2020-03-06|13742.5|0|742.5|0|5.125992405937176|0|14485.0|0
0|2020-03-07|13742.5|0|742.5|0|5.125992405937176|0|14485.0|0
0|2020-03-08|13742.5|0|742.5|0|5.125992405937176|0|14485.0|0
0|2020-03-09|13742.5|0|742.5|0|5.125992405937176|0|14485.0|0
