|dates|Brown_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Brown_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Brown_SouthDakota_UnitedStates.Male_Total_Population.data|Brown_SouthDakota_UnitedStates.Male_Total_Population.missing|Brown_SouthDakota_UnitedStates.Female_Total_Population.data|Brown_SouthDakota_UnitedStates.Female_Total_Population.missing|Brown_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Brown_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6747.0|0|19322.0|0|19994.0|0|9416.0|0
