|dates|Tooele_Utah_UnitedStates.BLS_EmployedPopulation.data|Tooele_Utah_UnitedStates.BLS_EmployedPopulation.missing|Tooele_Utah_UnitedStates.BLS_UnemployedPopulation.data|Tooele_Utah_UnitedStates.BLS_UnemployedPopulation.missing|Tooele_Utah_UnitedStates.BLS_UnemploymentRate.data|Tooele_Utah_UnitedStates.BLS_UnemploymentRate.missing|Tooele_Utah_UnitedStates.BLS_LaborForcePopulation.data|Tooele_Utah_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|33930.0|0|995.5|0|2.850352894017265|0|34925.5|0
0|2020-01-02|33930.0|0|995.5|0|2.850352894017265|0|34925.5|0
0|2020-01-03|33930.0|0|995.5|0|2.850352894017265|0|34925.5|0
0|2020-01-04|33930.0|0|995.5|0|2.850352894017265|0|34925.5|0
0|2020-01-05|33930.0|0|995.5|0|2.850352894017265|0|34925.5|0
0|2020-01-06|33930.0|0|995.5|0|2.850352894017265|0|34925.5|0
0|2020-01-07|33930.0|0|995.5|0|2.850352894017265|0|34925.5|0
0|2020-01-08|33930.0|0|995.5|0|2.850352894017265|0|34925.5|0
0|2020-01-09|33930.0|0|995.5|0|2.850352894017265|0|34925.5|0
0|2020-01-10|33930.0|0|995.5|0|2.850352894017265|0|34925.5|0
0|2020-01-11|33930.0|0|995.5|0|2.850352894017265|0|34925.5|0
0|2020-01-12|33930.0|0|995.5|0|2.850352894017265|0|34925.5|0
0|2020-01-13|33930.0|0|995.5|0|2.850352894017265|0|34925.5|0
0|2020-01-14|33930.0|0|995.5|0|2.850352894017265|0|34925.5|0
0|2020-01-15|33930.0|0|995.5|0|2.850352894017265|0|34925.5|0
0|2020-01-16|33930.0|0|995.5|0|2.850352894017265|0|34925.5|0
0|2020-01-17|33930.0|0|995.5|0|2.850352894017265|0|34925.5|0
0|2020-01-18|33930.0|0|995.5|0|2.850352894017265|0|34925.5|0
0|2020-01-19|33930.0|0|995.5|0|2.850352894017265|0|34925.5|0
0|2020-01-20|33930.0|0|995.5|0|2.850352894017265|0|34925.5|0
0|2020-01-21|33930.0|0|995.5|0|2.850352894017265|0|34925.5|0
0|2020-01-22|33930.0|0|995.5|0|2.850352894017265|0|34925.5|0
0|2020-01-23|33930.0|0|995.5|0|2.850352894017265|0|34925.5|0
0|2020-01-24|33930.0|0|995.5|0|2.850352894017265|0|34925.5|0
0|2020-01-25|33930.0|0|995.5|0|2.850352894017265|0|34925.5|0
0|2020-01-26|33930.0|0|995.5|0|2.850352894017265|0|34925.5|0
0|2020-01-27|33930.0|0|995.5|0|2.850352894017265|0|34925.5|0
0|2020-01-28|33930.0|0|995.5|0|2.850352894017265|0|34925.5|0
0|2020-01-29|33930.0|0|995.5|0|2.850352894017265|0|34925.5|0
0|2020-01-30|33930.0|0|995.5|0|2.850352894017265|0|34925.5|0
0|2020-01-31|33930.0|0|995.5|0|2.850352894017265|0|34925.5|0
0|2020-02-01|34038.0|0|986.5|0|2.8165998087053348|0|35024.5|0
0|2020-02-02|34038.0|0|986.5|0|2.8165998087053348|0|35024.5|0
0|2020-02-03|34038.0|0|986.5|0|2.8165998087053348|0|35024.5|0
0|2020-02-04|34038.0|0|986.5|0|2.8165998087053348|0|35024.5|0
0|2020-02-05|34038.0|0|986.5|0|2.8165998087053348|0|35024.5|0
0|2020-02-06|34038.0|0|986.5|0|2.8165998087053348|0|35024.5|0
0|2020-02-07|34038.0|0|986.5|0|2.8165998087053348|0|35024.5|0
0|2020-02-08|34038.0|0|986.5|0|2.8165998087053348|0|35024.5|0
0|2020-02-09|34038.0|0|986.5|0|2.8165998087053348|0|35024.5|0
0|2020-02-10|34038.0|0|986.5|0|2.8165998087053348|0|35024.5|0
0|2020-02-11|34038.0|0|986.5|0|2.8165998087053348|0|35024.5|0
0|2020-02-12|34038.0|0|986.5|0|2.8165998087053348|0|35024.5|0
0|2020-02-13|34038.0|0|986.5|0|2.8165998087053348|0|35024.5|0
0|2020-02-14|34038.0|0|986.5|0|2.8165998087053348|0|35024.5|0
0|2020-02-15|34038.0|0|986.5|0|2.8165998087053348|0|35024.5|0
0|2020-02-16|34038.0|0|986.5|0|2.8165998087053348|0|35024.5|0
0|2020-02-17|34038.0|0|986.5|0|2.8165998087053348|0|35024.5|0
0|2020-02-18|34038.0|0|986.5|0|2.8165998087053348|0|35024.5|0
0|2020-02-19|34038.0|0|986.5|0|2.8165998087053348|0|35024.5|0
0|2020-02-20|34038.0|0|986.5|0|2.8165998087053348|0|35024.5|0
0|2020-02-21|34038.0|0|986.5|0|2.8165998087053348|0|35024.5|0
0|2020-02-22|34038.0|0|986.5|0|2.8165998087053348|0|35024.5|0
0|2020-02-23|34038.0|0|986.5|0|2.8165998087053348|0|35024.5|0
0|2020-02-24|34038.0|0|986.5|0|2.8165998087053348|0|35024.5|0
0|2020-02-25|34038.0|0|986.5|0|2.8165998087053348|0|35024.5|0
0|2020-02-26|34038.0|0|986.5|0|2.8165998087053348|0|35024.5|0
0|2020-02-27|34038.0|0|986.5|0|2.8165998087053348|0|35024.5|0
0|2020-02-28|34038.0|0|986.5|0|2.8165998087053348|0|35024.5|0
0|2020-02-29|34038.0|0|986.5|0|2.8165998087053348|0|35024.5|0
0|2020-03-01|33398.0|0|1271.0|0|3.6660993971559606|0|34669.0|0
0|2020-03-02|33398.0|0|1271.0|0|3.6660993971559606|0|34669.0|0
0|2020-03-03|33398.0|0|1271.0|0|3.6660993971559606|0|34669.0|0
0|2020-03-04|33398.0|0|1271.0|0|3.6660993971559606|0|34669.0|0
0|2020-03-05|33398.0|0|1271.0|0|3.6660993971559606|0|34669.0|0
