|dates|Briscoe_Texas_UnitedStates.JHU_ConfirmedCases.data|Briscoe_Texas_UnitedStates.JHU_ConfirmedCases.missing|Briscoe_Texas_UnitedStates.NYT_ConfirmedCases.data|Briscoe_Texas_UnitedStates.NYT_ConfirmedCases.missing|Briscoe_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Briscoe_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Briscoe_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Briscoe_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|198.0|0|0.0|100|7.0|0|0.0|100
