|dates|Kiowa_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kiowa_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kiowa_Kansas_UnitedStates.Male_Total_Population.data|Kiowa_Kansas_UnitedStates.Male_Total_Population.missing|Kiowa_Kansas_UnitedStates.Female_Total_Population.data|Kiowa_Kansas_UnitedStates.Female_Total_Population.missing|Kiowa_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Kiowa_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|552.0|0|1234.0|0|1282.0|0|574.0|0
