|dates|Lincoln_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lincoln_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lincoln_Oklahoma_UnitedStates.Male_Total_Population.data|Lincoln_Oklahoma_UnitedStates.Male_Total_Population.missing|Lincoln_Oklahoma_UnitedStates.Female_Total_Population.data|Lincoln_Oklahoma_UnitedStates.Female_Total_Population.missing|Lincoln_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Lincoln_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6400.0|0|17388.0|0|17532.0|0|8310.0|0
