|dates|Lassen_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lassen_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lassen_California_UnitedStates.Male_Total_Population.data|Lassen_California_UnitedStates.Male_Total_Population.missing|Lassen_California_UnitedStates.Female_Total_Population.data|Lassen_California_UnitedStates.Female_Total_Population.missing|Lassen_California_UnitedStates.MaleAndFemale_Under18_Population.data|Lassen_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4667.0|0|19155.0|0|11647.0|0|5267.0|0
